Listing Title,Monthly Costs,Availability,Size,Deposit,Key Price,Floor,Year Built,Nearest Station
"1K APARTMENT
IN MINAMIKARASUYAMA
SETAGAYA-KU, TOKYO","Monthly Costs ¥80,000","Available From Mar 10, 2021",Size 21.20 m²,"Deposit ¥75,000",Key Money ¥0,Floor 1 / 3F,Year Built 2006,Nearest Station Roka Koen Station (3 min. walk)
"2DK APARTMENT
IN HONSHUKUCHO
FUCHU-SHI, TOKYO","Monthly Costs ¥72,000","Available From Mar 10, 2021",Size 36.54 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 1979,Nearest Station Nishifu Station (9 min. walk)
"1LDK APARTMENT
IN HIGASHIGOTANDA
SHINAGAWA-KU, TOKYO","Monthly Costs ¥199,000","Available From Mar 10, 2021",Size 48.29 m²,"Deposit ¥378,000",Key Money ¥0,Floor 11 / 13F,Year Built 2005,Nearest Station Takanawadai Station (5 min. walk)
"1LDK APARTMENT
IN TAITO
TAITO-KU, TOKYO","Monthly Costs ¥188,000","Available From Mar 10, 2021",Size 46.41 m²,"Deposit ¥178,000","Key Money ¥178,000",Floor 2 / 14F,Year Built 2019,Nearest Station Akihabara Station (10 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1R APARTMENT
IN EBISU
SHIBUYA-KU, TOKYO","Monthly Costs ¥65,000","Available From Mar 10, 2021",Size 13.19 m²,"Deposit ¥65,000",Key Money ¥0,Floor 4 / 4F,Year Built 1984,Nearest Station Ebisu Station (5 min. walk)
"1K APARTMENT
IN KITASHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥73,000","Available From Mar 10, 2021",Size 13.50 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 3F,Year Built 1981,Nearest Station Okubo Station (10 min. walk)
"3LDK APARTMENT
IN TAKAMATSU
NERIMA-KU, TOKYO","Monthly Costs ¥208,000","Available From Mar 10, 2021",Size 75.16 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2009,Nearest Station Hikarigaoka Station (10 min. walk)
"1R APARTMENT
IN KASUGA
BUNKYO-KU, TOKYO","Monthly Costs ¥71,000","Available From Mar 10, 2021",Size 18.08 m²,Deposit ¥0,Key Money ¥0,Floor 7 / 9F,Year Built 1985,Nearest Station Korakuen Station (6 min. walk)
"1R APARTMENT
IN MATSUBARA
SETAGAYA-KU, TOKYO","Monthly Costs ¥66,000","Available From Mar 10, 2021",Size 15.50 m²,"Deposit ¥59,500",Key Money ¥0,Floor 4 / 11F,Year Built 1990,Nearest Station Meidaimae Station (8 min. walk)
"1DK APARTMENT
IN NISHISHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥139,000","Available From Mar 10, 2021",Size 30.98 m²,"Deposit ¥129,000",Key Money ¥0,Floor 4 / 11F,Year Built 2006,Nearest Station Hatsudai Station (8 min. walk)
"1R APARTMENT
IN KASUGA
BUNKYO-KU, TOKYO","Monthly Costs ¥72,000","Available From Mar 10, 2021",Size 14.58 m²,"Deposit ¥67,000","Key Money ¥67,000",Floor 4 / 11F,Year Built 1987,Nearest Station Korakuen Station (10 min. walk)
"1R APARTMENT
IN NARITAHIGASHI
SUGINAMI-KU, TOKYO","Monthly Costs ¥54,000","Available From Mar 10, 2021",Size 14.40 m²,"Deposit ¥52,000",Key Money ¥0,Floor 2 / 2F,Year Built 1988,Nearest Station Minami Asagaya Station (15 min. walk)
"1R APARTMENT
IN YOGA
SETAGAYA-KU, TOKYO","Monthly Costs ¥58,500","Available From Mar 10, 2021",Size 16.69 m²,"Deposit ¥54,000",Key Money ¥0,Floor 1 / 5F,Year Built 1981,Nearest Station Youga Station (1 min. walk)
"1K APARTMENT
IN MORISHITA
KOTO-KU, TOKYO","Monthly Costs ¥104,000","Available From Mar 10, 2021",Size 25.58 m²,"Deposit ¥99,000","Key Money ¥99,000",Floor 3 / 8F,Year Built 2011,Nearest Station Morishita Station (1 min. walk)
"1K APARTMENT
IN YAMATOCHO
NAKANO-KU, TOKYO","Monthly Costs ¥68,000","Available From Mar 10, 2021",Size 17.85 m²,"Deposit ¥65,000",Key Money ¥0,Floor 2 / 3F,Year Built 1991,Nearest Station Koenji Station (10 min. walk)
"1K APARTMENT
IN MUKODAICHO
NISHITOKYO-SHI, TOKYO","Monthly Costs ¥50,000","Available From Mar 10, 2021",Size 18.72 m²,"Deposit ¥47,000",Key Money ¥0,Floor 1 / 4F,Year Built 1987,Nearest Station Tanashi Station (8 min. walk)
"1R APARTMENT
IN KUDAMMINAMI
CHIYODA-KU, TOKYO","Monthly Costs ¥76,000","Available From Mar 10, 2021",Size 17.37 m²,"Deposit ¥70,000",Key Money ¥0,Floor 7 / 8F,Year Built 1981,Nearest Station Ichigaya Station (5 min. walk)
"1K APARTMENT
IN MEJIRO
TOSHIMA-KU, TOKYO","Monthly Costs ¥76,000","Available From Mar 10, 2021",Size 19.87 m²,"Deposit ¥73,000",Key Money ¥0,Floor 2 / 2F,Year Built 1995,Nearest Station Mejiro Station (8 min. walk)
"1K APARTMENT
IN SUIDO
BUNKYO-KU, TOKYO","Monthly Costs ¥72,000","Available From Mar 10, 2021",Size 21.67 m²,"Deposit ¥70,000","Key Money ¥70,000",Floor 2 / 3F,Year Built 1996,Nearest Station Edogawabashi Station (8 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN KYUDEN
SETAGAYA-KU, TOKYO","Monthly Costs ¥68,000","Available From Mar 10, 2021",Size 17.37 m²,"Deposit ¥65,000",Key Money ¥0,Floor 2 / 2F,Year Built 1994,Nearest Station Sengawa Station (9 min. walk)
"1R APARTMENT
IN OSAKI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥68,550","Available From Mar 10, 2021",Size 14.62 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 1986,Nearest Station Osaki Station (7 min. walk)
"1LDK APARTMENT
IN KICHIJOJI HONCHO
MUSASHINO-SHI, TOKYO","Monthly Costs ¥155,000","Available From Mar 10, 2021",Size 51.33 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 3F,Year Built 2014,Nearest Station Kichijouji Station (10 min. walk)
"2LDK APARTMENT
IN MINAMINAGASAKI
TOSHIMA-KU, TOKYO","Monthly Costs ¥199,000","Available From Mar 10, 2021",Size 70.18 m²,"Deposit ¥186,000",Key Money ¥0,Floor 2 / 6F,Year Built 2020,Nearest Station Shiina Machi Station (2 min. walk)
"1K APARTMENT
IN KAMIIKEBUKURO
TOSHIMA-KU, TOKYO","Monthly Costs ¥75,000","Available From Mar 10, 2021",Size 20.68 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2006,Nearest Station Itabashi Station (10 min. walk)
"2DK APARTMENT
IN KITAKARASUYAMA
SETAGAYA-KU, TOKYO","Monthly Costs ¥140,000","Available From Mar 10, 2021",Size 45.86 m²,"Deposit ¥132,000",Key Money ¥0,Floor 2 / 3F,Year Built 1998,Nearest Station Roka Koen Station (7 min. walk)
"2LDK APARTMENT
IN MYOJINCHO
HACHIOJI-SHI, TOKYO","Monthly Costs ¥98,000","Available From Mar 10, 2021",Size 55.78 m²,"Deposit ¥95,000",Key Money ¥0,Floor 4 / 4F,Year Built 1993,Nearest Station Keiou Hachioji Station (4 min. walk)
"1R APARTMENT
IN SENDAGI
BUNKYO-KU, TOKYO","Monthly Costs ¥69,000","Available From Mar 10, 2021",Size 18.53 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 9F,Year Built 1977,Nearest Station Sendagi Station (7 min. walk)
"1R APARTMENT
IN HAKUSAN(2-5-CHOME)
BUNKYO-KU, TOKYO","Monthly Costs ¥58,000","Available From Mar 10, 2021",Size 15.00 m²,"Deposit ¥55,000",Key Money ¥0,Floor 2 / 2F,Year Built 1964,Nearest Station Hakusan Station (6 min. walk)
"2LDK APARTMENT
IN KAMEIDO
KOTO-KU, TOKYO","Monthly Costs ¥160,000","Available From Mar 10, 2021",Size 52.76 m²,"Deposit ¥150,000","Key Money ¥180,000",Floor 1 / 7F,Year Built 2014,Nearest Station Kameido Station (8 min. walk)
"3LDK APARTMENT
IN SANDAMACHI
HACHIOJI-SHI, TOKYO","Monthly Costs ¥135,000","Available From Mar 10, 2021",Size 80.90 m²,"Deposit ¥123,000",Key Money ¥0,Floor 9 / 11F,Year Built 1997,Nearest Station Nishi Hachioji Station (1 min. walk)
"1R APARTMENT
IN KICHIJOJI MINAMICHO
MUSASHINO-SHI, TOKYO","Monthly Costs ¥79,000","Available From Mar 10, 2021",Size 15.17 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2020,Nearest Station Inokashirakouen Station (5 min. walk)
"1K APARTMENT
IN DENENCHOFU
OTA-KU, TOKYO","Monthly Costs ¥92,000","Available From Mar 10, 2021",Size 28.02 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 5F,Year Built 1997,Nearest Station Tamagawa Station (3 min. walk)
"2LDK APARTMENT
IN YARAICHO
SHINJUKU-KU, TOKYO","Monthly Costs ¥285,000","Available From Mar 10, 2021",Size 71.50 m²,"Deposit ¥570,000","Key Money ¥285,000",Floor 3 / 3F,Year Built 1992,Nearest Station Kagurazaka Station (5 min. walk)
"1K APARTMENT
IN HARAMACHI
SHINJUKU-KU, TOKYO","Monthly Costs ¥100,000","Available From Mar 10, 2021",Size 26.29 m²,Deposit ¥0,Key Money ¥0,Floor 7 / 11F,Year Built 2010,Nearest Station Ushigome Yanagicho Station (2 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN KOENJIKITA
SUGINAMI-KU, TOKYO","Monthly Costs ¥70,500","Available From Mar 10, 2021",Size 16.30 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 1991,Nearest Station Koenji Station (10 min. walk)
"1R APARTMENT
IN SHAKUJIIMACHI
NERIMA-KU, TOKYO","Monthly Costs ¥54,000","Available From Mar 10, 2021",Size 11.42 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 4F,Year Built 1990,Nearest Station Shakujiikouen Station (5 min. walk)
"2DK APARTMENT
IN SENJU
ADACHI-KU, TOKYO","Monthly Costs ¥85,000","Available From Mar 10, 2021",Size 38.00 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 6F,Year Built 1992,Nearest Station Kitasenju Station (10 min. walk)
"1R APARTMENT
IN DENENCHOFU HONCHO
OTA-KU, TOKYO","Monthly Costs ¥60,000","Available From Mar 10, 2021",Size 16.80 m²,"Deposit ¥55,000",Key Money ¥0,Floor 1 / 5F,Year Built 1989,Nearest Station Mitakesan Station (4 min. walk)
"1R APARTMENT
IN HATAGAYA
SHIBUYA-KU, TOKYO","Monthly Costs ¥67,000","Available From Mar 10, 2021",Size 19.29 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 10F,Year Built 1983,Nearest Station Hatagaya Station (2 min. walk)
"1R APARTMENT
IN KASUGA
BUNKYO-KU, TOKYO","Monthly Costs ¥70,000","Available From Mar 10, 2021",Size 16.16 m²,"Deposit ¥65,000",Key Money ¥0,Floor 5 / 7F,Year Built 1984,Nearest Station Korakuen Station (9 min. walk)
"1R APARTMENT
IN SARUE
KOTO-KU, TOKYO","Monthly Costs ¥65,000","Available From Mar 10, 2021",Size 20.40 m²,"Deposit ¥59,000","Key Money ¥59,000",Floor 3 / 3F,Year Built 1990,Nearest Station Kikukawa Station (5 min. walk)
"2LDK APARTMENT
IN TSUKISHIMA
CHUO-KU, TOKYO","Monthly Costs ¥193,500","Available From Mar 10, 2021",Size 65.17 m²,"Deposit ¥178,500","Key Money ¥178,500",Floor 3 / 10F,Year Built 2001,Nearest Station Tsukishima Station (4 min. walk)
"1K APARTMENT
IN KICHIJOJI MINAMICHO
MUSASHINO-SHI, TOKYO","Monthly Costs ¥72,000","Available From Mar 10, 2021",Size 15.86 m²,"Deposit ¥67,000","Key Money ¥67,000",Floor 3 / 5F,Year Built 1988,Nearest Station Kichijouji Station (4 min. walk)
"3LDK APARTMENT
IN FUJIMIDAI
KUNITACHI-SHI, TOKYO","Monthly Costs ¥168,000","Available From Mar 10, 2021",Size 82.15 m²,"Deposit ¥158,000",Key Money ¥0,Floor 1 / 14F,Year Built 1999,Nearest Station Yagawa Station (10 min. walk)
"1K APARTMENT
IN SUMIYOSHI
KOTO-KU, TOKYO","Monthly Costs ¥72,200","Available From Mar 10, 2021",Size 19.23 m²,"Deposit ¥66,000","Key Money ¥33,000",Floor 3 / 6F,Year Built 1994,Nearest Station Kikukawa Station (5 min. walk)
"1K APARTMENT
IN KITAMI
SETAGAYA-KU, TOKYO","Monthly Costs ¥58,000","Available From Mar 10, 2021",Size 16.64 m²,"Deposit ¥55,000",Key Money ¥0,Floor 4 / 4F,Year Built 1989,Nearest Station Kitami Station (2 min. walk)
"1R APARTMENT
IN MINAMIKUGAHARA
OTA-KU, TOKYO","Monthly Costs ¥65,000","Available From Mar 10, 2021",Size 17.54 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2014,Nearest Station Shimomaruko Station (4 min. walk)
"1R APARTMENT
IN EBISU
SHIBUYA-KU, TOKYO","Monthly Costs ¥69,300","Available From Mar 10, 2021",Size 15.48 m²,"Deposit ¥65,000",Key Money ¥0,Floor 4 / 5F,Year Built 1983,Nearest Station Ebisu Station (7 min. walk)
"1K APARTMENT
IN KANDANISHIKICHO
CHIYODA-KU, TOKYO","Monthly Costs ¥100,000","Available From Mar 10, 2021",Size 22.63 m²,"Deposit ¥90,000",Key Money ¥0,Floor 4 / 10F,Year Built 2002,Nearest Station Ogawamachi Station (5 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN NAKAMARUCHO
ITABASHI-KU, TOKYO","Monthly Costs ¥81,000","Available From Mar 10, 2021",Size 20.04 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 4F,Year Built 2017,Nearest Station Kanamechou Station (11 min. walk)
"1K APARTMENT
IN MOTOYOYOGICHO
SHIBUYA-KU, TOKYO","Monthly Costs ¥66,000","Available From Mar 10, 2021",Size 14.88 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 1991,Nearest Station Yoyogi-uehara Station (5 min. walk)
"3LDK APARTMENT
IN KOMATSUGAWA
EDOGAWA-KU, TOKYO","Monthly Costs ¥160,000","Available From Mar 10, 2021",Size 71.05 m²,"Deposit ¥320,000",Key Money ¥0,Floor 8 / 20F,Year Built 2008,Nearest Station Higashiojima Station (9 min. walk)
"1R APARTMENT
IN HORIKIRI
KATSUSHIKA-KU, TOKYO","Monthly Costs ¥50,000","Available From Mar 10, 2021",Size 19.50 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 5F,Year Built 1988,Nearest Station Horikirishobuen Station (7 min. walk)
"2DK APARTMENT
IN TAKASHIMADAIRA
ITABASHI-KU, TOKYO","Monthly Costs ¥89,000","Available From Mar 10, 2021",Size 47.16 m²,"Deposit ¥86,000",Key Money ¥0,Floor 4 / 4F,Year Built 1974,Nearest Station Shin Takashimadaira Station (3 min. walk)
"1K APARTMENT
IN WASEDAMACHI
SHINJUKU-KU, TOKYO","Monthly Costs ¥62,000","Available From Mar 10, 2021",Size 16.50 m²,"Deposit ¥62,000","Key Money ¥62,000",Floor 1 / 4F,Year Built 1986,Nearest Station Waseda Station (4 min. walk)
"1R APARTMENT
IN OMORIKITA
OTA-KU, TOKYO","Monthly Costs ¥67,000","Available From Mar 10, 2021",Size 22.15 m²,"Deposit ¥62,000",Key Money ¥0,Floor 5 / 8F,Year Built 1988,Nearest Station Omori Station (6 min. walk)
"1R APARTMENT
IN OKUBO
SHINJUKU-KU, TOKYO","Monthly Costs ¥84,000","Available From Mar 10, 2021",Size 16.50 m²,"Deposit ¥80,000",Key Money ¥0,Floor 2 / 4F,Year Built 1996,Nearest Station Higashi-Shinjuku Station (4 min. walk)
"1DK APARTMENT
IN HIGASHIOI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥99,000","Available From Mar 10, 2021",Size 31.78 m²,"Deposit ¥93,000",Key Money ¥0,Floor 2 / 5F,Year Built 1999,Nearest Station Tachiaigawa Station (3 min. walk)
"1K APARTMENT
IN KANDASAKUMACHO
CHIYODA-KU, TOKYO","Monthly Costs ¥111,000","Available From Mar 10, 2021",Size 22.65 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 12F,Year Built 2003,Nearest Station Akihabara Station (2 min. walk)
"1K APARTMENT
IN HIGASHIMAGOME
OTA-KU, TOKYO","Monthly Costs ¥78,000","Available From Mar 10, 2021",Size 18.46 m²,"Deposit ¥73,000","Key Money ¥73,000",Floor 1 / 3F,Year Built 2016,Nearest Station Magome Station (5 min. walk)
"2DK APARTMENT
IN TAKINOGAWA
KITA-KU, TOKYO","Monthly Costs ¥112,000","Available From Mar 10, 2021",Size 48.60 m²,"Deposit ¥107,000","Key Money ¥107,000",Floor 3 / 6F,Year Built 1985,Nearest Station Nishisugamo Station (5 min. walk)
"1R APARTMENT
IN KAMIUMA
SETAGAYA-KU, TOKYO","Monthly Costs ¥96,000","Available From Mar 10, 2021",Size 32.16 m²,"Deposit ¥92,000",Key Money ¥0,Floor 3 / 4F,Year Built 1996,Nearest Station Komazawa-daigaku Station (10 min. walk)
"1R APARTMENT
IN SHIBAURA(2-4-CHOME)
MINATO-KU, TOKYO","Monthly Costs ¥69,000","Available From Mar 10, 2021",Size 16.50 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 13F,Year Built 1980,Nearest Station Tamachi Station (8 min. walk)
"2DK APARTMENT
IN YANAKA
TAITO-KU, TOKYO","Monthly Costs ¥125,000","Available From Mar 10, 2021",Size 41.38 m²,"Deposit ¥240,000",Key Money ¥0,Floor 1 / 3F,Year Built 1982,Nearest Station Sendagi Station (7 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1DK APARTMENT
IN NIHONZUTSUMI
TAITO-KU, TOKYO","Monthly Costs ¥116,000","Available From Mar 10, 2021",Size 39.10 m²,Deposit ¥0,"Key Money ¥108,000",Floor 7 / 11F,Year Built 2007,Nearest Station Minamisenju Station (9 min. walk)
"1R APARTMENT
IN HIGASHIROKUGO
OTA-KU, TOKYO","Monthly Costs ¥54,000","Available From Mar 10, 2021",Size 12.73 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 3F,Year Built 2020,Nearest Station Rokugoudote Station (6 min. walk)
"1K APARTMENT
IN SUGAMO
TOSHIMA-KU, TOKYO","Monthly Costs ¥70,000","Available From Mar 10, 2021",Size 16.73 m²,"Deposit ¥67,000",Key Money ¥0,Floor 3 / 4F,Year Built 1984,Nearest Station Sugamo Station (5 min. walk)
"1R APARTMENT
IN TAKADANOBABA
SHINJUKU-KU, TOKYO","Monthly Costs ¥73,000","Available From Mar 10, 2021",Size 18.54 m²,Deposit ¥0,Key Money ¥0,Floor 5 / 10F,Year Built 1977,Nearest Station Nishiwaseda Station (5 min. walk)
"1LDK APARTMENT
IN HIGASHIIKEBUKURO
TOSHIMA-KU, TOKYO","Monthly Costs ¥182,000","Available From Mar 10, 2021",Size 42.13 m²,"Deposit ¥172,000","Key Money ¥172,000",Floor 2 / 13F,Year Built 2009,Nearest Station Otsuka Station (9 min. walk)
"1DK APARTMENT
IN HIGASHINAKANO
NAKANO-KU, TOKYO","Monthly Costs ¥101,000","Available From Mar 10, 2021",Size 31.82 m²,"Deposit ¥92,000",Key Money ¥0,Floor 1 / 3F,Year Built 2002,Nearest Station Higashinakano Station (6 min. walk)
"1K APARTMENT
IN YAGICHO
HACHIOJI-SHI, TOKYO","Monthly Costs ¥55,000","Available From Mar 10, 2021",Size 30.97 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 2013,Nearest Station Nishi Hachioji Station (15 min. walk)
"2DK APARTMENT
IN MATSUGAYA
TAITO-KU, TOKYO","Monthly Costs ¥122,000","Available From Mar 10, 2021",Size 42.37 m²,"Deposit ¥115,000",Key Money ¥0,Floor 3 / 9F,Year Built 1997,Nearest Station Iriya Station (4 min. walk)
"2K APARTMENT
IN SAKURADAI
NERIMA-KU, TOKYO","Monthly Costs ¥104,000","Available From Mar 10, 2021",Size 41.34 m²,"Deposit ¥97,000",Key Money ¥0,Floor 4 / 5F,Year Built 1988,Nearest Station Sakuradai Station (4 min. walk)
"1R APARTMENT
IN TOGOSHI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥58,000","Available From Mar 10, 2021",Size 11.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 1986,Nearest Station Togoshi Kouen Station (1 min. walk)
"1R APARTMENT
IN NISHISHINJUKU
SHINJUKU-KU, TOKYO","Monthly Costs ¥84,000","Available From Mar 10, 2021",Size 26.53 m²,"Deposit ¥77,000",Key Money ¥0,Floor 8 / 14F,Year Built 1979,Nearest Station Tochomae Station (5 min. walk)
"2K APARTMENT
IN HOMMACHI
SHIBUYA-KU, TOKYO","Monthly Costs ¥115,000","Available From Mar 10, 2021",Size 32.40 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 3F,Year Built 2020,Nearest Station Nishishinjuku Go Choume Station (13 min. walk)
"2DK APARTMENT
IN ASAGAYAMINAMI
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000","Available From Mar 10, 2021",Size 40.06 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 4F,Year Built 1991,Nearest Station Asagaya Station (9 min. walk)
"1LDK APARTMENT
IN KAMITAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥89,000","Available From Mar 10, 2021",Size 33.05 m²,"Deposit ¥84,000",Key Money ¥0,Floor 2 / 4F,Year Built 1989,Nearest Station Roka Koen Station (2 min. walk)
"1K APARTMENT
IN HIGASHIGOTANDA
SHINAGAWA-KU, TOKYO","Monthly Costs ¥99,000","Available From Mar 10, 2021",Size 26.07 m²,Deposit ¥0,Key Money ¥0,Floor 3 / 11F,Year Built 2004,Nearest Station Gotanda Station (4 min. walk)
"PRIVATE GUESTHOUSE
IN SHIMOTAKAIDO
SUGINAMI-KU, TOKYO","Monthly Costs ¥140,000",Available Now,Size 12.00 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 8F,Year Built 2019,Nearest Station Kamikitazawa Station (5 min. walk)
"1K APARTMENT
IN HATAGAYA
SHIBUYA-KU, TOKYO","Monthly Costs ¥80,000","Available From Mar 10, 2021",Size 26.49 m²,Deposit ¥0,Key Money ¥0,Floor 4 / 10F,Year Built 1975,Nearest Station Hatagaya Station (2 min. walk)
"1R APARTMENT
IN HIGASHIOI
SHINAGAWA-KU, TOKYO","Monthly Costs ¥80,000","Available From Mar 10, 2021",Size 16.13 m²,"Deposit ¥75,000",Key Money ¥0,Floor 4 / 8F,Year Built 1989,Nearest Station Oimachi Station (4 min. walk)
"1K APARTMENT
IN IKEBUKUROHONCHO
TOSHIMA-KU, TOKYO","Monthly Costs ¥59,000","Available From Mar 10, 2021",Size 23.18 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 2F,Year Built 1984,Nearest Station Kita Ikebukuro Station (5 min. walk)
"1K APARTMENT
IN ARAKAWA
ARAKAWA-KU, TOKYO","Monthly Costs ¥85,050","Available From Mar 10, 2021",Size 20.28 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 2F,Year Built 2008,Nearest Station Machiya Station (9 min. walk)
"2LDK APARTMENT
IN CHUO
EDOGAWA-KU, TOKYO","Monthly Costs ¥146,000","Available From Mar 10, 2021",Size 51.00 m²,"Deposit ¥136,000",Key Money ¥0,Floor 6 / 10F,Year Built 2005,Nearest Station Shinkoiwa Station (10 min. walk)
"1R APARTMENT
IN NISHIOCHIAI
SHINJUKU-KU, TOKYO","Monthly Costs ¥57,000","Available From Mar 10, 2021",Size 16.20 m²,Deposit ¥0,"Key Money ¥57,000",Floor 1 / 4F,Year Built 1995,Nearest Station Ochiaiminami Nagasaki Station (4 min. walk)
"1K APARTMENT
IN OMINAMI
MUSASHIMURAYAMA-SHI, TOKYO","Monthly Costs ¥57,500","Available From Mar 10, 2021",Size 20.28 m²,Deposit ¥0,Key Money ¥0,Floor 2 / 3F,Year Built 2008,Nearest Station Sakurakouji Michi Station (18 min. walk)
"2SLDK APARTMENT
IN KOMATSUGAWA
EDOGAWA-KU, TOKYO","Monthly Costs ¥148,000","Available From Mar 10, 2021",Size 73.74 m²,Deposit ¥0,Key Money ¥0,Floor 14 / 14F,Year Built 1988,Nearest Station Higashiojima Station (1 min. walk)
"1R APARTMENT
IN NERIMA
NERIMA-KU, TOKYO","Monthly Costs ¥75,000","Available From Mar 10, 2021",Size 16.05 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 3F,Year Built 2018,Nearest Station Toshimaen Station (8 min. walk)
"1K APARTMENT
IN MINAMIKARASUYAMA
SETAGAYA-KU, TOKYO","Monthly Costs ¥80,000","Available From Mar 10, 2021",Size 21.20 m²,"Deposit ¥75,000",Key Money ¥0,Floor 1 / 3F,Year Built 2006,Nearest Station Roka Koen Station (3 min. walk)
"1R APARTMENT
IN NAKAKASAI
EDOGAWA-KU, TOKYO","Monthly Costs ¥68,000","Available From Mar 10, 2021",Size 14.51 m²,Deposit ¥0,Key Money ¥0,Floor 1 / 3F,Year Built 2017,Nearest Station Kasai Station (8 min. walk)
"2DK APARTMENT
IN KITAMINEMACHI
OTA-KU, TOKYO","Monthly Costs ¥118,000","Available From Mar 10, 2021",Size 46.51 m²,"Deposit ¥114,000","Key Money ¥114,000",Floor 2 / 2F,Year Built 1996,Nearest Station Mitakesan Station (4 min. walk)
